Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Bulbasaur,-0.9704836778172914,-0.9729274266192983,-0.8308058341139829,-0.24542621929801198,-0.25641152048691146,-0.8076090171475875
Ivysaur,-0.40307760153377414,-0.5678021059693964,-0.37480672289005823,0.21752607499234897,0.2929706478742286,-0.3027390539930366
Venusaur,0.3534638335109155,0.05546761810737585,0.2766205788584057,0.8347958007128302,1.0254802056890822,0.37042089687969787
VenusaurMega Venusaur,0.3534638335109155,0.6164103697764709,1.5794751823553335,1.5137924990053595,1.7579897635039357,0.37042089687969787
Charmander,-1.1974461083306982,-0.8794369680077825,-1.0262340246385222,-0.3997436507281323,-0.8057936888480516,-0.13444906627485298
Charmeleon,-0.4787317450382431,-0.5054751335617191,-0.5376635483271742,0.21752607499234897,-0.25641152048691146,0.37042089687969787
Charizard,0.2778096900064465,0.11779459051505307,0.11376375342128972,1.1125671772870467,0.476098037327942,1.0435808477524324
CharizardMega Charizard X,0.2778096900064465,1.5513149558916293,1.188618801306255,1.760700389293552,0.476098037327942,1.0435808477524324
CharizardMega Charizard Y,0.2778096900064465,0.7410643145918253,0.11376375342128972,2.65574149158825,1.5748623740502221,1.0435808477524324
Squirtle,-1.0083107495695258,-1.004090912823137,-0.30966399271521183,-0.7083785135883729,-0.2930369983776541,-0.8749250122348609
Wartortle,-0.44090467328600863,-0.5366386197655578,0.17890648359613612,-0.24542621929801198,0.2929706478742286,-0.37005504908031006
Blastoise,0.315636761758681,0.08663110431121446,0.8303337853446,0.37184350642246927,1.2086075951427955,0.30310490179242444
BlastoiseMega Blastoise,0.315636761758681,0.7099008283879867,1.481761087093064,1.9150178207236723,1.5748623740502221,0.30310490179242444
Caterpie,-0.9704836778172914,-1.565033664492232,-1.2868049453379078,-1.6342831021690947,-1.9045580255703318,-0.8076090171475875
Metapod,-0.7813483190561189,-1.8766685265306182,-0.6353776435894438,-1.4799656707389743,-1.7214306361166185,-1.3124789803021384
Butterfree,-0.40307760153377414,-1.0975813714346527,-0.7982344690265598,0.5261609378525895,0.2929706478742286,0.03384092144333063
Weedle,-1.1596190365784638,-1.409216233473039,-1.4496617707750237,-1.6342831021690947,-1.9045580255703318,-0.6393190294294039
Kakuna,-0.9704836778172914,-1.7208510955114251,-0.7982344690265598,-1.4799656707389743,-1.7214306361166185,-1.1441889925839548
Beedrill,-0.21394224277260174,0.30477550773808476,-1.1239481199007917,-0.8626959450184932,0.2929706478742286,0.20213090916151424
BeedrillMega Beedrill,-0.21394224277260174,2.1745846799684014,-1.1239481199007917,-1.788600533599215,0.2929706478742286,2.558190737216085
Pidgey,-1.1596190365784638,-1.0975813714346527,-1.1239481199007917,-1.171330807878734,-1.3551758572091916,-0.4373710441675835
Pidgeotto,-0.2895963862770707,-0.6301290783770737,-0.6353776435894438,-0.7083785135883729,-0.8057936888480516,0.06749891898696736
Pidgeot,0.4669450487676189,-0.0068593543003013764,0.01604965815902014,-0.09110878786789166,-0.0732841310331981,1.077238845296069
PidgeotMega Pidgeot,0.4669450487676189,-0.0068593543003013764,0.17890648359613612,1.9150178207236723,0.2929706478742286,1.7503987961688035
Rattata,-1.5378897541008085,-0.7547830231924281,-1.2868049453379078,-1.4799656707389743,-1.3551758572091916,0.10115691653060407
Raticate,-0.5922129602949465,0.024304131903537238,-0.4725208181523278,-0.7083785135883729,-0.0732841310331981,0.9426068551215222
Spearow,-1.1596190365784638,-0.6301290783770737,-1.4496617707750237,-1.29478475302283,-1.5016777687721623,0.03384092144333063
Fearow,-0.21394224277260174,0.30477550773808476,-0.30966399271521183,-0.3688801644421082,-0.40291343204988217,1.0435808477524324
Ekans,-1.3487543953396361,-0.6301290783770737,-0.9936626595510989,-1.0170133764486136,-0.6592917772850809,-0.47102904171122023
Arbok,-0.40307760153377414,0.1489580767188917,-0.17937853236551904,-0.24542621929801198,0.25634516998348594,0.37042089687969787
Pikachu,-1.3487543953396361,-0.7859465093962666,-1.1239481199007917,-0.7083785135883729,-0.8057936888480516,0.7070008723160651
Raichu,-0.40307760153377414,0.30477550773808476,-0.6353776435894438,0.5261609378525895,0.2929706478742286,1.3801608231887996
Sandshrew,-0.7813483190561189,-0.16267678531949445,0.3417633090332521,-1.6342831021690947,-1.538303246662905,-0.9758990048657711
Sandslash,0.16432847474974308,0.6164103697764709,1.156047436218832,-0.8626959450184932,-0.6226662993943382,-0.13444906627485298
Nidoran♀,-0.5922129602949465,-1.0352543990269756,-0.7330917388517134,-1.0170133764486136,-1.1720484677554783,-0.9422410073221343
Nidorina,-0.024806884011429338,-0.5678021059693964,-0.24452126254036544,-0.5540610821582526,-0.6226662993943382,-0.4373710441675835
Nidoqueen,0.7317345510332602,0.36710248014576197,0.4069060392080985,0.06320864356222865,0.476098037327942,0.23578890670515096
Nidoran♂,-0.9326566060650568,-0.7236195369885895,-1.1239481199007917,-1.0170133764486136,-1.1720484677554783,-0.6393190294294039
Nidorino,-0.36525052978153966,-0.25616724393101026,-0.5702349134145974,-0.5540610821582526,-0.6226662993943382,-0.13444906627485298
Nidoking,0.39129090526314997,0.678737342184148,0.08119238833386654,0.37184350642246927,0.10984325842051526,0.5387108845978815
Clefairy,-0.024806884011429338,-1.0975813714346527,-0.8633771992014061,-0.3997436507281323,-0.25641152048691146,-1.1441889925839548
Clefable,0.9208699097944326,-0.3184942163386875,-0.04909307201582625,0.6804783692827099,0.6592254267816554,-0.3027390539930366
Vulpix,-1.2352731800829326,-1.2222353162500073,-1.1239481199007917,-0.7083785135883729,-0.25641152048691146,-0.13444906627485298
Ninetales,0.0886743312452741,-0.13151329911565582,0.01604965815902014,0.24838956127837303,1.0254802056890822,1.0435808477524324
Jigglypuff,1.6774113448391224,-1.0975813714346527,-1.7753754216492557,-0.8626959450184932,-1.7214306361166185,-1.6490589557385056
Wigglytuff,2.6230881386449845,-0.3184942163386875,-0.9610912944636757,0.37184350642246927,-0.8057936888480516,-0.8076090171475875
Zubat,-1.1596190365784638,-1.0975813714346527,-1.2868049453379078,-1.3256482393088542,-1.1720484677554783,-0.47102904171122023
Golbat,0.16432847474974308,-0.0068593543003013764,-0.14680716727809584,-0.24542621929801198,0.10984325842051526,0.7070008723160651
Oddish,-0.9704836778172914,-0.9417639404154597,-0.6353776435894438,0.06320864356222865,-0.25641152048691146,-1.3124789803021384
Gloom,-0.40307760153377414,-0.47431164735788056,-0.14680716727809584,0.37184350642246927,0.10984325842051526,-0.9758990048657711
Vileplume,0.16432847474974308,-0.0068593543003013764,0.3417633090332521,1.1434306635730709,0.6592254267816554,-0.6393190294294039
Paras,-1.3487543953396361,-0.3184942163386875,-0.6353776435894438,-0.8626959450184932,-0.6226662993943382,-1.480768968020322
Parasect,-0.40307760153377414,0.4605929387572778,0.17890648359613612,-0.3997436507281323,0.2929706478742286,-1.3124789803021384
Venonat,-0.40307760153377414,-0.7859465093962666,-0.7982344690265598,-1.0170133764486136,-0.6226662993943382,-0.8076090171475875
Venomoth,-0.024806884011429338,-0.47431164735788056,-0.4725208181523278,0.5261609378525895,0.10984325842051526,0.7070008723160651
Diglett,-2.2944311891454983,-0.7859465093962666,-1.6125185962121396,-1.171330807878734,-0.9889210783017649,0.8752908600342487
Dugtrio,-1.3487543953396361,-0.0068593543003013764,-0.7982344690265598,-0.7083785135883729,-0.0732841310331981,1.7167407986251668
Meowth,-1.1596190365784638,-1.0975813714346527,-1.2868049453379078,-1.0170133764486136,-1.1720484677554783,0.7070008723160651
Persian,-0.21394224277260174,-0.3184942163386875,-0.4725208181523278,-0.24542621929801198,-0.25641152048691146,1.5484508109069832
Psyduck,-0.7813483190561189,-0.8794369680077825,-0.8633771992014061,-0.24542621929801198,-0.8057936888480516,-0.47102904171122023
Golduck,0.3534638335109155,0.05546761810737585,0.11376375342128972,0.6804783692827099,0.2929706478742286,0.5387108845978815
Mankey,-1.1596190365784638,-0.0068593543003013764,-1.2868049453379078,-1.171330807878734,-0.9889210783017649,0.03384092144333063
Primeape,-0.21394224277260174,0.772227800795664,-0.4725208181523278,-0.3997436507281323,-0.0732841310331981,0.8752908600342487
Growlithe,-0.5922129602949465,-0.3184942163386875,-0.9610912944636757,-0.09110878786789166,-0.8057936888480516,-0.3027390539930366
Arcanine,0.7317345510332602,0.928045231814857,0.17890648359613612,0.8347958007128302,0.2929706478742286,0.8752908600342487
Poliwag,-1.1596190365784638,-0.9417639404154597,-1.1239481199007917,-1.0170133764486136,-1.1720484677554783,0.7070008723160651
Poliwhirl,-0.21394224277260174,-0.47431164735788056,-0.30966399271521183,-0.7083785135883729,-0.8057936888480516,0.7070008723160651
Poliwrath,0.7317345510332602,0.4605929387572778,0.667476959907484,-0.09110878786789166,0.6592254267816554,0.03384092144333063
Abra,-1.727025112861981,-1.8766685265306182,-1.9382322470863715,0.9891132321429505,-0.6226662993943382,0.7070008723160651
Kadabra,-1.1596190365784638,-1.409216233473039,-1.4496617707750237,1.4520655264333113,-0.0732841310331981,1.211870835470616
